15963885355,0.0
18654692914,0.0
1590140304209,0.0
1590140304506,0.0
1590140305107,0.0
1590140306678,0.0
1590142148962,0.0
1590142149853,0.0
1590142176354,0.0
1590142197076,0.29
1590142201148,0.0
1590142201162,0.0
1590142203104,0.0
1590142203401,0.0
1590142213981,0.0
1590142215619,0.0
1590142240482,0.0
1590150321449,0.0
1590151103907,0.29
1590151321240,0.0
1590151467962,0.0
1590151835808,0.0
1591013471721,0.0
1591013766650,0.0
1591014637324,0.0
1591015027858,0.0
1591015408602,0.0
1591015420000,0.0
1591015454210,0.0
1591015454562,0.0
1591015454814,0.0
1591015480745,0.0
1591015506575,0.0
1591015519216,0.0
1591016159916,0.0
1591016174957,1.16
1591016439575,0.0
1591016517778,8.584091173054587
1591020377344,0.0
1591020742401,0.0
1591040161114,0.0
1591040356657,0.0
1592015013285,0.0
1592015056299,0.0
1592015056343,12.0
1592015058781,0.0
1592015059993,0.0
1593141148827,8.94
1594140460286,0.0
1595150771652,0.0
1595150883423,0.0
1595151204906,0.0
1595151866807,0.0
1595151915963,0.0
1595160353664,0.0
1596140628703,0.0
1596160058337,0.0
1598140107578,0.0
2900000072022,0.0
2900000124974,0.0
2900000177079,0.0
2900000179417,0.0
2900000210790,0.0
2900000224001,0.0
2900000245914,0.0
2900000284333,0.0
2900000308312,0.0
2900000353848,0.0
2900000386440,0.0
2900000417663,0.0
2900000449732,0.0
2900000476042,0.0
2900000485990,0.0
2900000566378,0.0
2900000588691,0.0
2900000840164,0.0
2900000845121,0.0
2900000855502,0.0
2900000864498,0.0
2900000890688,0.0
2900000941830,0.0
2900001067881,0.0
2900001067911,0.0
2900001078658,0.0
2900001092012,0.0
2900001211239,0.0
2900001215688,0.0
2900001234399,0.0
2900001240246,0.0
2900001255080,0.0
2900001270205,0.0
2900001364058,0.0
2900001413886,0.0
2900001423069,0.0
2900001432672,0.0
2900001436410,0.0
2900001437165,0.0
2900001540971,0.0
2900001550246,0.0
2900001575201,0.0
2900002932416,0.0
2900002933024,0.0
2900002934304,0.0
2900002934762,0.0
2900002934892,0.0
2900002936940,0.0
2900002944495,0.0
2900003110479,8.94
2900003115009,0.0
2900003123479,0.0
6222021615010082737,0.0
781924,53.41612050190342
13325038116,97.572
13854627199,0.0
13864739266,75.21100000000001
15954611837,80.534
15954688237,0.0
15963883482,65.037
15963885355,96.915
18554652702,58.772000000000006
18654692914,57.03799999999999
18764569988,0.0
1590120464497,0.0
1590120718170,0.0
1590130640102,64.778
1590130817948,94.23999999999998
1590140304209,0.0
1590140304506,174.37500000000003
1590140305107,259.95400000000006
1590140306678,70.211
1590140307286,91.749
1590140307415,71.61300000000001
1590140307767,72.87799999999999
1590140307859,0.0
1590140308030,134.82799999999997
1590140308214,132.60999999999999
1590141216259,31.927
1590141414228,81.03200000000001
1590142128124,357.41
1590142129763,71.748
1590142148962,93.97099999999999
1590142149112,12.307999999999998
1590142149853,128.499
1590142150507,0.0
1590142151689,147.68300000000002
1590142152440,60.489
1590142176354,0.0
1590142176521,37.759
1590142179621,0.0
1590142191722,103.98600000000002
1590142194327,234.808
1590142197076,241.73600000000002
1590142201148,0.0
1590142201162,94.86099999999999
1590142201513,27.877999999999997
1590142202190,52.298
1590142203104,272.028
1590142203180,133.23399999999998
1590142203401,0.0
1590142204569,88.264
1590142205993,310.498
1590142206747,86.632
1590142210195,74.379
1590142213189,122.775
1590142213356,129.75799999999998
1590142213981,267.188
1590142215619,105.501
1590142230179,0.0
1590142240482,0.0
1590142242370,60.697
1590142456470,62.16600000000001
1590142477895,0.0
1590142514866,45.807
1590142516068,0.0
1590142516600,0.0
1590142517836,0.0
1590142518307,120.04
1590142519632,30.029000000000003
1590142520300,0.0
1590142648356,172.998
1590142751995,84.35300000000001
1590150321449,0.0
1590151076256,112.68499999999999
1590151103907,112.82300000000001
1590151210391,103.127
1590151321240,76.01
1590151363066,0.0
1590151427355,4.148000000000001
1590151428581,73.60900000000001
1590151432557,48.166999999999994
1590151457185,0.0
1590151459721,67.25999999999999
1590151464053,89.22200000000001
1590151467962,6.8
1590151472027,118.49300000000001
1590151472782,59.102999999999994
1590151500423,0.0
1590151682891,0.0
1590151825175,108.601
1590151829753,0.0
1590151832586,103.032
1590151832593,132.81
1590151835808,144.65500000000003
1590151842899,61.03900000000001
1590151843124,83.69000000000001
1590151977348,78.297
1591012978559,30.815000000000005
1591013167365,0.0
1591013227632,0.0
1591013471721,43.652
1591013766650,237.158
1591013866800,58.888999999999996
1591013877134,85.16
1591014083046,88.706
1591014130276,0.0
1591014133086,0.0
1591014214433,27.178000000000004
1591014255948,0.0
1591014278527,49.976
1591014338276,44.573
1591014523610,81.22
1591014577972,0.0
1591014637324,80.012
1591014680184,56.996
1591014943968,84.0
1591015027858,28.595999999999997
1591015034924,0.0
1591015074944,0.0
1591015088262,0.0
1591015091286,0.0
1591015097233,94.142
1591015097516,163.453
1591015112424,62.682
1591015136338,0.0
1591015184407,0.0
1591015218485,59.65599999999999
1591015269418,52.806
1591015327590,173.62000000000003
1591015408602,35.387
1591015419448,0.0
1591015420000,175.28699999999998
1591015452933,106.378
1591015454142,0.0
1591015454210,130.31700000000004
1591015454562,90.89599999999999
1591015454692,33.656
1591015454814,127.33800000000001
1591015456955,48.95099999999999
1591015456993,0.0
1591015457273,66.949
1591015476700,26.946000000000005
1591015478124,68.77700000000002
1591015480455,0.0
1591015480745,26.624000000000002
1591015483951,88.58200000000002
1591015500993,0.0
1591015501716,144.764
1591015506575,130.059
1591015519216,101.9
1591015521639,94.738
1591015598785,0.0
1591015600815,103.329
1591015604417,141.619
1591016154157,76.90599999999999
1591016159916,0.0
1591016162466,57.747
1591016170300,142.872
1591016172045,140.76600000000002
1591016174353,96.49100000000001
1591016174957,151.924
1591016310287,125.103
1591016320026,0.0
1591016350504,0.0
1591016382857,0.0
1591016411137,220.31
1591016439575,43.352999999999994
1591016440328,71.141
1591016443121,49.14300000000001
1591016494765,66.10900000000001
1591016517778,227.48600000000005
1591016517921,34.989999999999995
1591016519031,103.22800000000002
1591020269281,90.718
1591020377344,118.713
1591020695158,0.0
1591020742401,64.78
1591020742449,0.0
1591030092053,0.0
1591030217500,0.0
1591030411823,53.136
1591040087452,320.28599999999994
1591040155274,0.0
1591040161114,0.0
1591040203906,0.0
1591040356657,0.0
1591040416658,102.75500000000002
1591040462983,61.069
1591040497398,0.0
1592010017509,174.47199999999998
1592013087615,270.387
1592014016171,269.29800000000006
1592015013285,175.47100000000003
1592015016880,109.58
1592015018662,225.72600000000003
1592015026841,0.0
1592015046818,205.877
1592015053267,0.0
1592015054592,0.0
1592015056299,158.676
1592015056343,81.289
