1590140304209,27400855,False
1590140304506,27400855,False
1590140305107,22007026,True
1590140305107,27400855,False
1590140306678,11110121,False
1590142148962,22021260,False
1590142149853,10113007,False
1590142176354,27400855,False
1590142197076,10119082,True
1590142197076,27400855,False
1590142201148,14721034,False
1590142201162,10132002,False
1590142203104,27002262,False
1590142203401,22021260,False
1590142213981,22021260,False
1590142215619,15130013,False
1590142240482,11111001,False
1590150321449,15130013,False
1590151103907,14842024,True
1590151103907,15110032,False
1590151321240,22021260,False
1590151467962,10002017,False
1590151835808,10132002,False
1591013471721,30514028,False
1591013766650,10119081,False
1591014637324,15110032,False
1591015027858,11110121,False
1591015027858,11230201,False
1591015408602,30541006,False
1591015420000,27002269,False
1591015454210,32821005,False
1591015454562,14940000,False
1591015454814,14802020,False
1591015480745,15130013,False
1591015506575,15110002,False
1591015519216,27400855,False
1591016159916,11111001,False
1591016174957,10401008,False
1591016439575,27400855,False
1591016517778,11056067,False
1591016517778,11111001,True
1591020377344,32821005,False
1591020742401,22021260,False
1591040161114,11054040,False
1591040356657,22007026,False
1592015013285,15130013,False
1592015013285,22007026,False
1592015056299,15110002,False
1592015056343,10119082,False
1592015056343,27400855,True
1592015058781,14721034,False
1592015058781,14870003,False
1592015059993,22821000,False
1593141148827,10113007,False
1594140460286,22102012,False
1595150771652,22021260,False
1595150883423,22821000,False
1595151204906,22021260,False
1595151866807,10113007,False
1595151915963,15110002,False
1595160353664,14802020,False
1596140628703,10401008,False
1596160058337,22021260,False
15963885355,22007026,False
1598140107578,30514028,False
18654692914,22007026,False
18654692914,22021260,False
2900000072022,10119081,False
2900000124974,10401015,False
2900000177079,27400855,False
2900000179417,22021260,False
2900000210790,15130013,False
2900000224001,22021260,False
2900000245914,22021260,False
2900000284333,22000031,False
2900000308312,27400855,False
2900000353848,10132002,False
2900000386440,15130013,False
2900000417663,22021260,False
2900000449732,15110002,False
2900000449732,27002264,False
2900000476042,15110032,False
2900000485990,22021260,False
2900000566378,10300044,False
2900000588691,30514028,False
2900000840164,14842024,False
2900000845121,22830000,False
2900000855502,22002242,False
2900000864498,15130013,False
2900000890688,10119081,False
2900000890688,22021260,False
2900000941830,22021260,False
2900001067881,22021260,False
2900001067911,22008019,False
2900001078658,11230174,False
2900001092012,14851009,False
2900001211239,14633002,False
2900001215688,30514028,False
2900001234399,15130013,False
2900001240246,22007026,False
2900001255080,27002264,False
2900001270205,15130013,False
2900001364058,27400855,False
2900001413886,22021260,False
2900001423069,15110002,False
2900001432672,15130013,False
2900001436410,15110032,False
2900001437165,10119081,False
2900001437165,10119082,False
2900001540971,22021260,False
2900001550246,22021260,False
2900001575201,34150006,False
2900002932416,15130013,False
2900002933024,14550004,False
2900002934304,11230201,False
2900002934762,15130013,False
2900002934892,22830000,False
2900002936940,14842023,False
2900002944495,22002242,False
2900003110479,10113007,False
2900003115009,22002240,False
2900003123479,22007026,False
6222021615010082737,22021260,False
1590140304209,27400855,True
1590140304506,27400855,True
1590140305107,22007026,False
1590140305107,27400855,False
1590140306678,11110121,False
1590142148962,22021260,False
1590142149853,10113007,True
1590142176354,27400855,True
1590142197076,10119082,True
1590142197076,27400855,False
1590142201148,14721034,False
1590142201162,10132002,False
1590142203104,27002262,False
1590142203401,22021260,False
1590142213981,22021260,False
1590142215619,15130013,False
1590142240482,11111001,False
1590150321449,15130013,False
1590151103907,14842024,True
1590151103907,15110032,False
1590151321240,22021260,False
1590151467962,10002017,False
1590151835808,10132002,False
1591013471721,30514028,False
1591013766650,10119081,False
1591014637324,15110032,True
1591015027858,11110121,False
1591015027858,11230201,False
1591015408602,30541006,False
1591015420000,27002269,False
1591015454210,32821005,True
1591015454562,14940000,False
1591015454814,14802020,True
1591015480745,15130013,False
1591015506575,15110002,False
1591015519216,27400855,True
1591016159916,11111001,False
1591016174957,10401008,False
1591016439575,27400855,False
1591016517778,11056067,True
1591016517778,11111001,True
1591020377344,32821005,False
1591020742401,22021260,False
1591040161114,11054040,False
1591040356657,22007026,False
1592015013285,15130013,False
1592015013285,22007026,False
1592015056299,15110002,False
1592015056343,10119082,False
1592015056343,27400855,True
1592015058781,14721034,False
1592015058781,14870003,False
1592015059993,22821000,False
1593141148827,10113007,True
1594140460286,22102012,False
1595150771652,22021260,False
1595150883423,22821000,False
1595151204906,22021260,False
1595151866807,10113007,True
1595151915963,15110002,False
1595160353664,14802020,False
1596140628703,10401008,True
1596160058337,22021260,False
15963885355,22007026,False
1598140107578,30514028,False
18654692914,22007026,False
18654692914,22021260,False
2900000072022,10119081,False
2900000124974,10401015,False
2900000177079,27400855,True
2900000179417,22021260,False
2900000210790,15130013,False
2900000224001,22021260,False
2900000245914,22021260,False
2900000284333,22000031,False
2900000308312,27400855,True
2900000353848,10132002,False
2900000386440,15130013,False
2900000417663,22021260,False
2900000449732,15110002,False
2900000449732,27002264,False
2900000476042,15110032,True
2900000485990,22021260,False
2900000566378,10300044,False
2900000588691,30514028,True
2900000840164,14842024,False
2900000845121,22830000,False
2900000855502,22002242,False
2900000864498,15130013,False
2900000890688,10119081,False
2900000890688,22021260,False
2900000941830,22021260,False
2900001067881,22021260,False
2900001067911,22008019,False
2900001078658,11230174,False
2900001092012,14851009,False
2900001211239,14633002,False
2900001215688,30514028,False
2900001234399,15130013,False
2900001240246,22007026,False
2900001255080,27002264,False
2900001270205,15130013,False
2900001364058,27400855,True
2900001413886,22021260,False
2900001423069,15110002,False
2900001432672,15130013,False
2900001436410,15110032,False
2900001437165,10119081,False
2900001437165,10119082,True
2900001540971,22021260,False
2900001550246,22021260,False
2900001575201,34150006,False
2900002932416,15130013,False
2900002933024,14550004,False
2900002934304,11230201,True
2900002934762,15130013,False
2900002934892,22830000,False
2900002936940,14842023,False
2900002944495,22002242,True
2900003110479,10113007,True
2900003115009,22002240,False
2900003123479,22007026,False
6222021615010082737,22021260,False
